Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
23,Female,47.40,1.60,196.00,154.00,50.00,0.76,585.00,Strength,33.50,1.60,3.00,1.00,18.52
43,Female,58.20,1.61,179.00,124.00,54.00,1.04,580.00,Strength,26.40,2.60,3.00,2.00,22.45
27,Female,69.50,1.76,171.00,121.00,66.00,0.94,569.00,Strength,34.40,2.00,3.00,1.00,22.44
38,Male,46.10,1.79,188.00,158.00,68.00,0.64,556.00,Strength,29.20,2.80,3.00,1.00,14.39
51,Female,78.10,1.51,193.00,134.00,74.00,0.92,555.00,Strength,31.10,2.60,3.00,1.00,34.25
47,Male,127.10,1.76,199.00,157.00,73.00,0.71,552.00,Strength,24.90,3.00,2.00,1.00,41.03
46,Male,88.70,1.63,166.00,146.00,66.00,0.75,542.00,Strength,28.80,3.50,2.00,1.00,33.38
25,Male,53.20,1.70,190.00,164.00,56.00,0.59,532.00,Strength,28.80,2.10,3.00,1.00,18.41
45,Male,113.40,1.71,190.00,129.00,63.00,0.83,530.00,Strength,24.00,2.30,2.00,1.00,38.78
43,Female,53.10,1.59,187.00,136.00,72.00,0.82,502.00,Strength,29.50,2.50,2.00,1.00,21.00
28,Female,63.00,1.62,196.00,147.00,55.00,0.68,500.00,Strength,31.70,1.90,2.00,1.00,24.01
18,Female,67.40,1.60,182.00,164.00,71.00,0.60,492.00,Strength,33.50,2.40,3.00,1.00,26.33
31,Male,49.30,1.62,182.00,157.00,52.00,0.56,484.00,Strength,20.00,3.20,2.00,1.00,18.79
56,Female,45.10,1.73,165.00,129.00,73.00,0.83,482.00,Strength,25.40,2.60,3.00,1.00,15.07
52,Female,79.90,1.51,190.00,142.00,54.00,0.75,479.00,Strength,31.50,2.60,3.00,1.00,35.04
28,Female,67.30,1.67,171.00,157.00,74.00,0.61,479.00,Strength,29.20,2.30,3.00,1.00,24.13
47,Female,40.00,1.76,173.00,132.00,63.00,0.80,475.00,Strength,26.70,2.20,3.00,1.00,12.91
50,Female,70.40,1.55,160.00,143.00,58.00,0.73,470.00,Strength,29.90,2.70,2.00,1.00,29.30
42,Male,50.30,1.64,177.00,150.00,62.00,0.63,468.00,Strength,27.00,2.40,3.00,1.00,18.70
50,Male,87.40,1.60,182.00,122.00,67.00,0.77,465.00,Strength,23.20,3.10,2.00,1.00,34.14
56,Male,55.60,1.92,181.00,136.00,62.00,0.68,458.00,Strength,29.40,3.20,3.00,1.00,15.08
25,Male,76.50,1.96,180.00,120.00,59.00,0.67,442.00,Strength,23.20,2.30,3.00,1.00,19.91
51,Male,109.30,1.78,182.00,157.00,64.00,0.54,420.00,Strength,28.70,3.30,3.00,1.00,34.50
31,Female,53.30,1.64,183.00,141.00,70.00,0.57,402.00,Strength,29.40,2.40,3.00,1.00,19.82
55,Female,70.80,1.62,166.00,162.00,68.00,0.54,394.00,Strength,26.00,1.80,3.00,1.00,26.98
22,Male,62.20,1.84,161.00,140.00,65.00,0.51,393.00,Strength,21.50,2.30,3.00,1.00,18.37
53,Male,125.10,1.91,171.00,137.00,70.00,0.52,353.00,Strength,28.30,3.10,2.00,1.00,34.29
42,Male,73.50,1.63,188.00,136.00,68.00,0.52,350.00,Strength,26.10,3.20,3.00,1.00,27.66
28,Female,55.10,1.79,192.00,159.00,67.00,1.99,"1,582.00",Yoga,17.00,2.70,5.00,3.00,17.20
34,Male,88.00,1.64,197.00,147.00,70.00,1.90,"1,536.00",Yoga,14.40,3.50,4.00,3.00,32.72
22,Female,61.80,1.52,169.00,166.00,61.00,1.83,"1,519.00",Yoga,17.00,2.70,5.00,3.00,26.75
49,Male,82.80,1.95,183.00,159.00,73.00,1.91,"1,503.00",Yoga,14.30,3.50,5.00,3.00,21.78
36,Male,85.40,1.88,195.00,137.00,60.00,1.98,"1,492.00",Yoga,13.50,3.50,5.00,3.00,24.16
43,Female,57.30,1.79,175.00,166.00,62.00,1.98,"1,479.00",Yoga,17.80,2.70,4.00,3.00,17.88
41,Female,62.30,1.79,181.00,162.00,73.00,1.99,"1,451.00",Yoga,19.00,2.70,5.00,3.00,19.44
25,Male,81.70,1.95,188.00,136.00,74.00,1.94,"1,451.00",Yoga,13.80,3.50,4.00,3.00,21.49
39,Female,55.90,1.71,184.00,148.00,59.00,1.95,"1,443.00",Yoga,19.50,2.70,5.00,3.00,19.12
18,Female,58.10,1.61,175.00,150.00,71.00,1.90,"1,425.00",Yoga,15.30,2.70,4.00,3.00,22.41
18,Female,64.80,1.53,170.00,141.00,54.00,1.98,"1,396.00",Yoga,18.60,2.70,5.00,3.00,27.68
29,Male,84.90,1.72,187.00,140.00,51.00,1.79,"1,378.00",Yoga,14.30,3.50,4.00,3.00,28.70
30,Male,85.30,1.95,160.00,155.00,68.00,1.61,"1,373.00",Yoga,10.40,3.50,5.00,3.00,22.43
44,Male,86.60,1.97,197.00,167.00,50.00,1.66,"1,372.00",Yoga,11.70,3.50,5.00,3.00,22.31
40,Female,56.20,1.79,198.00,153.00,57.00,1.79,"1,369.00",Yoga,17.60,2.70,5.00,3.00,17.54
31,Female,61.10,1.76,189.00,150.00,67.00,1.81,"1,358.00",Yoga,18.60,2.70,4.00,3.00,19.72
52,Male,85.50,1.82,174.00,154.00,57.00,1.78,"1,357.00",Yoga,14.90,3.50,4.00,3.00,25.81
21,Male,80.90,1.90,194.00,137.00,55.00,1.80,"1,356.00",Yoga,11.70,3.50,4.00,3.00,22.41
56,Male,89.00,1.68,176.00,152.00,65.00,1.77,"1,332.00",Yoga,10.50,3.50,5.00,3.00,31.53
38,Male,88.40,1.79,182.00,138.00,68.00,1.74,"1,321.00",Yoga,12.50,3.50,5.00,3.00,27.59
52,Male,85.60,1.74,182.00,145.00,56.00,1.84,"1,321.00",Yoga,13.90,3.50,4.00,3.00,28.27
42,Male,88.40,1.93,188.00,158.00,65.00,1.68,"1,314.00",Yoga,12.40,3.50,4.00,3.00,23.73
56,Male,88.30,1.71,180.00,157.00,60.00,1.69,"1,313.00",Yoga,12.60,3.50,4.00,3.00,30.20
26,Female,62.40,1.61,198.00,139.00,58.00,1.88,"1,307.00",Yoga,19.80,2.70,4.00,3.00,24.07
18,Male,92.40,1.74,195.00,168.00,50.00,1.41,"1,303.00",Yoga,21.30,3.10,2.00,1.00,30.52
33,Female,55.60,1.61,161.00,147.00,54.00,1.77,"1,301.00",Yoga,18.90,2.70,4.00,3.00,21.45
45,Male,89.60,1.81,178.00,153.00,70.00,1.70,"1,287.00",Yoga,12.40,3.50,5.00,3.00,27.35
34,Female,64.30,1.62,174.00,145.00,62.00,1.76,"1,276.00",Yoga,19.80,2.70,5.00,3.00,24.50
34,Male,115.30,1.81,181.00,167.00,67.00,1.36,"1,249.00",Yoga,24.50,2.20,2.00,1.00,35.19
26,Male,87.10,1.87,173.00,132.00,58.00,1.71,"1,241.00",Yoga,11.20,3.50,4.00,3.00,24.91
31,Male,86.90,1.69,185.00,130.00,65.00,1.72,"1,230.00",Yoga,14.00,3.50,4.00,3.00,30.43
18,Male,125.90,1.67,172.00,153.00,60.00,1.46,"1,229.00",Yoga,20.60,2.20,3.00,2.00,45.14
49,Male,81.40,1.83,167.00,125.00,73.00,1.98,"1,225.00",Yoga,13.60,3.50,5.00,3.00,24.31
40,Female,55.10,1.61,184.00,158.00,64.00,1.55,"1,224.00",Yoga,16.90,2.70,4.00,3.00,21.26
38,Male,123.30,1.62,161.00,165.00,65.00,1.34,"1,216.00",Yoga,21.20,2.30,4.00,2.00,46.98
45,Male,46.60,1.79,176.00,168.00,55.00,1.46,"1,214.00",Yoga,22.90,2.40,3.00,2.00,14.54
20,Male,117.70,1.81,196.00,161.00,54.00,1.35,"1,195.00",Yoga,26.40,3.30,3.00,2.00,35.93
43,Male,81.00,1.78,188.00,152.00,65.00,1.58,"1,189.00",Yoga,12.40,3.50,5.00,3.00,25.56
25,Female,55.30,1.76,176.00,152.00,67.00,1.56,"1,186.00",Yoga,15.50,2.70,4.00,3.00,17.85
50,Female,56.50,1.60,196.00,140.00,61.00,1.88,"1,184.00",Yoga,19.20,2.70,5.00,3.00,22.07
35,Female,64.20,1.59,199.00,145.00,66.00,1.63,"1,182.00",Yoga,16.60,2.70,5.00,3.00,25.39
50,Male,80.50,1.77,175.00,129.00,59.00,1.85,"1,181.00",Yoga,14.30,3.50,4.00,3.00,25.70
23,Female,59.00,1.78,185.00,141.00,58.00,1.67,"1,177.00",Yoga,17.80,2.70,5.00,3.00,18.62
22,Female,71.60,1.77,197.00,158.00,56.00,1.49,"1,177.00",Yoga,30.30,1.80,3.00,1.00,22.85
37,Male,88.80,1.95,189.00,135.00,66.00,1.58,"1,173.00",Yoga,10.30,3.50,5.00,3.00,23.35
27,Male,61.60,1.80,169.00,144.00,72.00,1.48,"1,172.00",Yoga,26.40,3.10,2.00,1.00,19.01
57,Male,85.60,1.69,189.00,133.00,50.00,1.76,"1,159.00",Yoga,12.70,3.50,5.00,3.00,29.97
54,Male,86.50,1.76,189.00,158.00,68.00,1.48,"1,158.00",Yoga,29.00,3.40,3.00,2.00,27.92
30,Male,67.90,1.75,180.00,168.00,67.00,1.25,"1,155.00",Yoga,29.10,3.10,2.00,1.00,22.17
42,Male,85.20,1.81,189.00,151.00,65.00,1.54,"1,151.00",Yoga,13.70,3.50,5.00,3.00,26.01
58,Male,109.00,1.91,198.00,156.00,56.00,1.49,"1,151.00",Yoga,26.00,2.20,3.00,2.00,29.88
47,Female,61.90,1.54,190.00,131.00,61.00,1.95,"1,150.00",Yoga,16.40,2.70,4.00,3.00,26.10
56,Male,90.20,1.61,163.00,168.00,51.00,1.38,"1,148.00",Yoga,22.60,2.30,3.00,2.00,34.80
18,Female,65.30,1.55,184.00,161.00,59.00,1.42,"1,143.00",Yoga,28.50,2.20,3.00,2.00,27.18
41,Female,61.90,1.64,166.00,131.00,68.00,1.93,"1,138.00",Yoga,19.40,2.70,4.00,3.00,23.01
50,Male,51.50,1.71,199.00,155.00,64.00,1.48,"1,136.00",Yoga,20.90,2.90,2.00,1.00,17.61
47,Male,89.10,1.84,168.00,159.00,65.00,1.44,"1,133.00",Yoga,24.00,3.60,3.00,2.00,26.32
42,Female,59.50,1.74,195.00,141.00,52.00,1.78,"1,129.00",Yoga,16.40,2.70,5.00,3.00,19.65
25,Female,74.30,1.71,162.00,157.00,64.00,1.43,"1,123.00",Yoga,25.60,1.60,3.00,2.00,25.41
34,Female,51.00,1.62,162.00,158.00,53.00,1.42,"1,122.00",Yoga,30.80,2.40,3.00,2.00,19.43
43,Female,64.70,1.66,191.00,132.00,69.00,1.88,"1,117.00",Yoga,19.80,2.70,4.00,3.00,23.48
31,Female,57.90,1.56,161.00,124.00,50.00,1.80,"1,116.00",Yoga,15.10,2.70,5.00,3.00,23.79
21,Male,67.00,1.61,161.00,152.00,74.00,1.32,"1,104.00",Yoga,22.00,2.10,3.00,2.00,25.85
45,Male,80.80,1.76,183.00,131.00,54.00,1.70,"1,102.00",Yoga,11.40,3.50,4.00,3.00,26.08
22,Male,71.00,1.93,162.00,139.00,53.00,1.42,"1,086.00",Yoga,21.20,2.90,4.00,2.00,19.06
53,Male,115.40,1.92,193.00,161.00,50.00,1.36,"1,084.00",Yoga,28.30,2.20,4.00,2.00,31.30
28,Female,52.00,1.61,168.00,164.00,70.00,1.32,"1,082.00",Yoga,27.90,2.00,3.00,2.00,20.06
42,Female,63.70,1.71,173.00,169.00,62.00,1.42,"1,080.00",Yoga,26.10,1.80,3.00,2.00,21.78
36,Male,99.90,1.99,189.00,147.00,73.00,1.33,"1,075.00",Yoga,20.90,2.50,3.00,1.00,25.23
25,Female,41.20,1.62,193.00,144.00,64.00,1.49,"1,073.00",Yoga,28.90,2.10,4.00,2.00,15.70
50,Male,45.40,1.67,163.00,158.00,62.00,1.37,"1,071.00",Yoga,24.10,2.80,4.00,2.00,16.28
25,Female,57.80,1.56,170.00,156.00,66.00,1.35,"1,053.00",Yoga,29.30,1.60,3.00,2.00,23.75
50,Female,58.10,1.58,199.00,120.00,50.00,1.93,"1,042.00",Yoga,19.30,2.70,5.00,3.00,23.27
20,Male,55.00,1.60,172.00,168.00,67.00,1.12,"1,035.00",Yoga,24.00,3.20,4.00,2.00,21.48
26,Male,125.50,1.76,176.00,163.00,66.00,1.15,"1,031.00",Yoga,23.20,3.10,4.00,2.00,40.52
29,Male,87.00,1.86,177.00,123.00,72.00,1.52,"1,028.00",Yoga,11.00,3.50,4.00,3.00,25.15
59,Female,65.50,1.52,161.00,162.00,61.00,1.40,"1,021.00",Yoga,31.20,2.10,3.00,2.00,28.35
48,Female,71.50,1.64,179.00,154.00,60.00,1.46,"1,012.00",Yoga,32.50,1.90,4.00,2.00,26.58
37,Male,48.70,1.67,164.00,132.00,74.00,1.39,"1,009.00",Yoga,27.30,3.00,2.00,1.00,17.46
45,Female,64.30,1.54,199.00,133.00,58.00,1.67,999.00,Yoga,15.30,2.70,4.00,3.00,27.11
54,Female,64.20,1.69,188.00,131.00,69.00,1.69,996.00,Yoga,16.50,2.70,4.00,3.00,22.48
43,Male,95.90,1.85,186.00,157.00,64.00,1.28,995.00,Yoga,27.70,3.40,2.00,1.00,28.02
43,Male,76.80,1.92,192.00,161.00,50.00,1.24,988.00,Yoga,21.10,2.50,3.00,1.00,20.83
25,Female,57.70,1.58,188.00,145.00,52.00,1.36,986.00,Yoga,25.70,2.20,3.00,2.00,23.11
54,Female,75.60,1.61,180.00,155.00,52.00,1.41,983.00,Yoga,34.90,2.50,4.00,2.00,29.17
45,Male,79.20,1.95,189.00,135.00,69.00,1.47,982.00,Yoga,22.80,2.80,3.00,2.00,20.83
29,Female,75.60,1.80,175.00,149.00,57.00,1.31,976.00,Yoga,25.70,1.90,4.00,2.00,23.33
46,Male,55.10,1.72,164.00,137.00,66.00,1.43,970.00,Yoga,20.50,3.60,3.00,2.00,18.62
44,Female,59.10,1.52,177.00,136.00,56.00,1.58,967.00,Yoga,18.40,2.70,5.00,3.00,25.58
53,Female,44.70,1.79,164.00,160.00,72.00,1.34,965.00,Yoga,26.70,2.10,3.00,2.00,13.95
43,Male,113.20,1.83,161.00,134.00,63.00,1.45,962.00,Yoga,29.90,2.90,4.00,2.00,33.80
45,Female,44.50,1.65,162.00,148.00,71.00,1.44,959.00,Yoga,30.70,1.60,3.00,1.00,16.35
34,Female,64.50,1.78,169.00,144.00,64.00,1.33,958.00,Yoga,27.80,1.80,4.00,2.00,20.36
19,Male,95.10,1.85,190.00,143.00,50.00,1.21,952.00,Yoga,25.30,2.30,4.00,2.00,27.79
19,Male,72.00,1.94,199.00,148.00,62.00,1.17,952.00,Yoga,24.70,3.20,3.00,2.00,19.13
51,Male,115.30,1.67,189.00,139.00,55.00,1.38,950.00,Yoga,24.40,2.50,3.00,2.00,41.34
18,Female,50.70,1.53,181.00,147.00,52.00,1.29,948.00,Yoga,33.00,2.10,3.00,2.00,21.66
21,Male,101.20,1.84,181.00,132.00,50.00,1.30,944.00,Yoga,24.30,3.30,2.00,1.00,29.89
54,Female,64.50,1.53,171.00,120.00,58.00,1.74,940.00,Yoga,17.20,2.70,4.00,3.00,27.55
26,Male,111.50,1.90,191.00,167.00,57.00,1.02,937.00,Yoga,25.20,2.20,2.00,1.00,30.89
43,Female,73.00,1.59,191.00,158.00,67.00,1.31,931.00,Yoga,28.90,2.20,3.00,1.00,28.88
41,Male,47.10,1.78,165.00,149.00,65.00,1.26,929.00,Yoga,24.70,2.40,3.00,1.00,14.87
56,Male,82.50,1.87,187.00,124.00,74.00,1.51,927.00,Yoga,13.20,3.50,5.00,3.00,23.59
18,Male,68.10,1.80,174.00,153.00,50.00,1.10,926.00,Yoga,25.40,3.30,4.00,2.00,21.02
49,Male,79.20,1.72,194.00,128.00,69.00,1.46,925.00,Yoga,29.90,3.30,3.00,1.00,26.77
54,Male,78.70,1.66,195.00,131.00,55.00,1.42,921.00,Yoga,22.90,2.60,3.00,2.00,28.56
28,Male,81.60,1.66,174.00,153.00,50.00,1.09,917.00,Yoga,20.50,3.50,4.00,2.00,29.61
22,Male,117.30,1.68,172.00,134.00,57.00,1.24,914.00,Yoga,28.50,2.70,3.00,2.00,41.56
41,Female,66.80,1.74,164.00,149.00,57.00,1.34,898.00,Yoga,29.20,2.30,3.00,1.00,22.06
42,Male,62.90,1.98,173.00,126.00,61.00,1.42,886.00,Yoga,28.50,3.40,4.00,2.00,16.04
36,Female,48.70,1.68,194.00,144.00,56.00,1.23,886.00,Yoga,33.70,1.60,3.00,1.00,17.25
20,Male,74.80,1.75,184.00,121.00,73.00,1.33,885.00,Yoga,25.00,3.30,3.00,2.00,24.42
31,Female,76.70,1.62,174.00,127.00,74.00,1.39,883.00,Yoga,28.10,2.30,4.00,2.00,29.23
37,Female,53.00,1.71,184.00,156.00,50.00,1.13,881.00,Yoga,28.10,1.70,4.00,2.00,18.13
45,Male,118.40,1.95,178.00,168.00,59.00,1.06,881.00,Yoga,24.90,2.40,3.00,2.00,31.14
32,Male,78.60,1.62,195.00,125.00,69.00,1.28,880.00,Yoga,29.60,3.10,3.00,1.00,29.95
29,Female,49.00,1.57,168.00,132.00,53.00,1.33,878.00,Yoga,26.50,2.60,3.00,2.00,19.88
19,Female,50.60,1.68,193.00,145.00,64.00,1.21,877.00,Yoga,30.60,2.10,3.00,2.00,17.93
48,Male,129.20,1.61,193.00,167.00,62.00,1.06,876.00,Yoga,21.40,2.90,4.00,2.00,49.84
51,Female,70.30,1.55,178.00,139.00,54.00,1.40,876.00,Yoga,26.10,1.60,3.00,1.00,29.26
43,Female,68.60,1.52,173.00,137.00,68.00,1.42,875.00,Yoga,28.10,2.60,4.00,2.00,29.69
52,Male,72.30,1.94,171.00,121.00,56.00,1.46,874.00,Yoga,21.10,2.90,3.00,2.00,19.21
42,Male,63.70,1.98,172.00,128.00,69.00,1.37,868.00,Yoga,24.00,3.00,2.00,1.00,16.25
46,Male,103.90,1.77,194.00,148.00,54.00,1.18,864.00,Yoga,20.90,2.90,2.00,1.00,33.16
38,Female,56.30,1.60,180.00,142.00,53.00,1.21,859.00,Yoga,28.80,1.90,4.00,2.00,21.99
37,Male,75.10,1.82,189.00,127.00,60.00,1.23,859.00,Yoga,26.40,3.20,4.00,2.00,22.67
43,Male,82.70,1.85,187.00,142.00,50.00,1.22,858.00,Yoga,28.20,3.10,4.00,2.00,24.16
38,Female,70.30,1.52,164.00,144.00,66.00,1.19,857.00,Yoga,25.60,2.00,4.00,2.00,30.43
44,Male,102.30,1.63,188.00,129.00,52.00,1.34,856.00,Yoga,20.90,2.60,4.00,2.00,38.50
40,Male,76.90,1.92,179.00,137.00,68.00,1.13,851.00,Yoga,22.40,3.70,4.00,2.00,20.86
50,Female,71.00,1.68,187.00,161.00,70.00,1.17,848.00,Yoga,33.10,2.50,2.00,1.00,25.16
37,Male,49.10,1.74,193.00,138.00,52.00,1.11,842.00,Yoga,22.30,2.60,3.00,2.00,16.22
51,Female,64.90,1.60,169.00,125.00,55.00,1.49,838.00,Yoga,31.10,2.50,4.00,2.00,25.35
47,Female,58.50,1.79,195.00,131.00,71.00,1.42,837.00,Yoga,30.30,2.40,4.00,2.00,18.26
52,Female,52.10,1.67,169.00,124.00,52.00,1.50,837.00,Yoga,32.00,1.50,2.00,1.00,18.68
49,Male,46.50,1.72,169.00,120.00,72.00,1.40,832.00,Yoga,22.20,2.60,4.00,2.00,15.72
41,Female,76.70,1.79,172.00,132.00,56.00,1.40,832.00,Yoga,34.00,2.00,4.00,2.00,23.94
43,Male,61.20,1.88,175.00,163.00,68.00,1.03,831.00,Yoga,24.70,2.90,3.00,1.00,17.32
54,Male,71.60,1.86,160.00,147.00,70.00,1.14,830.00,Yoga,25.30,2.20,3.00,2.00,20.70
24,Female,59.40,1.50,199.00,132.00,60.00,1.25,825.00,Yoga,25.00,2.00,3.00,2.00,26.40
53,Male,73.40,1.76,169.00,151.00,70.00,1.09,815.00,Yoga,27.90,2.80,3.00,2.00,23.70
59,Male,89.40,1.72,188.00,152.00,67.00,1.08,813.00,Yoga,24.50,3.20,3.00,1.00,30.22
54,Male,86.10,1.95,195.00,140.00,64.00,1.17,811.00,Yoga,27.90,3.40,2.00,1.00,22.64
50,Male,90.80,1.71,173.00,153.00,62.00,1.07,810.00,Yoga,22.60,3.40,4.00,2.00,31.05
29,Male,58.60,1.61,198.00,122.00,72.00,1.20,805.00,Yoga,23.40,2.00,3.00,2.00,22.61
56,Male,129.00,1.78,194.00,126.00,64.00,1.29,805.00,Yoga,27.10,2.70,2.00,1.00,40.71
26,Male,77.70,1.62,177.00,126.00,73.00,1.16,804.00,Yoga,29.60,3.00,3.00,2.00,29.61
26,Male,55.70,1.68,182.00,129.00,54.00,1.13,802.00,Yoga,21.70,2.90,3.00,1.00,19.73
28,Male,87.00,1.76,197.00,121.00,60.00,1.20,799.00,Yoga,28.40,3.50,3.00,2.00,28.09
57,Male,76.60,1.86,173.00,141.00,55.00,1.14,796.00,Yoga,25.40,2.80,4.00,2.00,22.14
55,Male,87.50,1.88,191.00,134.00,73.00,1.19,789.00,Yoga,27.20,2.60,4.00,2.00,24.76
33,Female,40.50,1.63,181.00,147.00,66.00,1.07,786.00,Yoga,31.90,1.50,4.00,2.00,15.24
55,Male,86.40,1.77,176.00,157.00,61.00,1.00,777.00,Yoga,27.30,2.80,3.00,2.00,27.58
21,Male,110.70,1.69,193.00,133.00,59.00,1.06,775.00,Yoga,27.00,2.70,3.00,1.00,38.76
25,Male,49.90,1.98,165.00,122.00,68.00,1.15,772.00,Yoga,25.70,2.10,3.00,2.00,12.73
24,Male,54.70,1.74,160.00,167.00,53.00,0.84,772.00,Yoga,22.90,3.60,3.00,1.00,18.07
19,Female,49.00,1.69,176.00,147.00,64.00,1.05,772.00,Yoga,29.20,2.40,3.00,1.00,17.16
55,Female,76.30,1.73,196.00,158.00,65.00,1.08,768.00,Yoga,32.00,2.60,3.00,1.00,25.49
31,Female,58.20,1.73,191.00,131.00,70.00,1.17,766.00,Yoga,25.80,1.80,3.00,2.00,19.45
42,Female,57.50,1.67,192.00,149.00,55.00,1.14,764.00,Yoga,34.10,2.40,2.00,1.00,20.62
50,Female,67.90,1.77,171.00,164.00,73.00,1.03,760.00,Yoga,33.00,2.40,3.00,2.00,21.67
45,Female,73.00,1.75,184.00,148.00,50.00,1.14,759.00,Yoga,26.60,2.00,4.00,2.00,23.84
47,Female,41.60,1.58,160.00,163.00,68.00,1.03,756.00,Yoga,26.60,2.10,4.00,2.00,16.66
50,Male,64.50,1.79,163.00,130.00,61.00,1.17,753.00,Yoga,28.10,2.40,4.00,2.00,20.13
54,Female,43.80,1.65,171.00,129.00,61.00,1.29,749.00,Yoga,26.60,1.70,4.00,2.00,16.09
43,Male,66.50,1.83,178.00,136.00,59.00,1.11,747.00,Yoga,27.10,2.40,3.00,2.00,19.86
41,Male,72.10,1.83,175.00,133.00,58.00,1.13,744.00,Yoga,21.40,2.80,3.00,2.00,21.53
58,Female,46.10,1.67,187.00,129.00,70.00,1.28,743.00,Yoga,25.30,1.80,4.00,2.00,16.53
58,Female,74.60,1.68,173.00,159.00,60.00,1.03,737.00,Yoga,26.00,2.00,4.00,2.00,26.43
42,Female,72.90,1.62,175.00,139.00,67.00,1.17,732.00,Yoga,25.70,2.00,4.00,2.00,27.78
34,Male,65.90,1.62,199.00,164.00,56.00,0.81,731.00,Yoga,28.80,2.20,2.00,1.00,25.11
57,Female,51.40,1.63,183.00,134.00,73.00,1.20,724.00,Yoga,33.70,2.00,4.00,2.00,19.35
29,Male,120.90,1.78,197.00,168.00,65.00,0.78,721.00,Yoga,28.10,3.40,2.00,1.00,38.16
54,Female,78.10,1.60,198.00,145.00,73.00,1.10,718.00,Yoga,32.90,2.40,4.00,2.00,30.51
22,Male,106.80,1.82,170.00,130.00,50.00,1.00,715.00,Yoga,28.20,2.30,4.00,2.00,32.24
59,Female,60.70,1.73,185.00,154.00,55.00,1.03,714.00,Yoga,33.80,2.50,3.00,2.00,20.28
42,Female,72.40,1.69,177.00,148.00,61.00,1.07,713.00,Yoga,29.00,2.30,3.00,2.00,25.35
25,Female,41.10,1.67,186.00,138.00,71.00,1.03,711.00,Yoga,31.90,2.40,3.00,2.00,14.74
46,Female,66.50,1.73,163.00,142.00,56.00,1.11,709.00,Yoga,34.70,2.00,3.00,1.00,22.22
50,Male,57.10,1.91,184.00,131.00,68.00,1.09,707.00,Yoga,29.50,2.70,4.00,2.00,15.65
31,Female,66.60,1.67,184.00,137.00,71.00,1.02,699.00,Yoga,31.00,1.50,4.00,2.00,23.88
21,Male,101.50,1.95,171.00,131.00,69.00,0.97,699.00,Yoga,27.90,3.10,3.00,1.00,26.69
20,Male,83.00,1.80,167.00,160.00,73.00,0.79,695.00,Yoga,29.60,2.90,2.00,1.00,25.62
40,Female,70.00,1.55,171.00,163.00,74.00,0.85,693.00,Yoga,31.10,1.50,3.00,1.00,29.14
54,Male,116.40,2.00,184.00,123.00,65.00,1.13,688.00,Yoga,26.20,3.10,3.00,1.00,29.10
49,Female,40.00,1.65,188.00,148.00,74.00,1.03,686.00,Yoga,34.30,2.50,3.00,2.00,14.69
45,Female,58.20,1.70,168.00,160.00,53.00,0.95,684.00,Yoga,26.80,2.00,3.00,1.00,20.14
48,Male,73.10,1.83,194.00,131.00,71.00,1.05,681.00,Yoga,28.00,2.80,4.00,2.00,21.83
56,Male,107.80,1.73,185.00,126.00,50.00,1.09,680.00,Yoga,26.60,2.80,3.00,2.00,36.02
39,Female,56.00,1.60,184.00,151.00,69.00,0.89,672.00,Yoga,32.60,2.00,2.00,1.00,21.87
51,Female,44.80,1.63,198.00,137.00,69.00,1.08,666.00,Yoga,33.80,2.10,4.00,2.00,16.86
40,Male,81.70,1.74,166.00,133.00,58.00,0.91,666.00,Yoga,27.00,2.70,2.00,1.00,26.99
33,Female,45.90,1.50,189.00,144.00,62.00,0.92,662.00,Yoga,29.80,1.70,3.00,1.00,20.40
23,Male,121.30,1.85,196.00,167.00,53.00,0.72,661.00,Yoga,21.60,3.60,2.00,1.00,35.44
43,Male,110.00,1.76,160.00,122.00,50.00,1.09,658.00,Yoga,22.00,3.40,3.00,1.00,35.51
39,Male,102.30,1.94,192.00,134.00,50.00,0.89,656.00,Yoga,22.90,2.40,3.00,1.00,27.18
23,Male,108.60,1.92,197.00,134.00,50.00,0.89,656.00,Yoga,25.80,3.50,2.00,1.00,29.46
20,Female,65.40,1.52,185.00,127.00,50.00,1.03,654.00,Yoga,28.00,2.20,4.00,2.00,28.31
52,Male,47.80,1.86,179.00,129.00,67.00,1.01,645.00,Yoga,24.70,2.80,3.00,2.00,13.82
30,Female,70.40,1.56,171.00,125.00,62.00,1.03,644.00,Yoga,34.30,2.40,4.00,2.00,28.93
22,Female,58.30,1.72,173.00,128.00,63.00,1.00,640.00,Yoga,32.60,1.60,3.00,2.00,19.71
56,Male,125.30,1.86,197.00,129.00,64.00,1.00,639.00,Yoga,22.70,2.20,3.00,2.00,36.22
26,Male,73.70,1.66,177.00,125.00,72.00,0.93,639.00,Yoga,26.70,2.20,2.00,1.00,26.75
55,Male,52.10,1.68,180.00,167.00,50.00,0.77,637.00,Yoga,23.60,3.00,3.00,1.00,18.46
41,Male,101.10,1.83,160.00,162.00,66.00,0.79,634.00,Yoga,28.60,3.20,2.00,1.00,30.19
57,Male,126.80,1.63,161.00,133.00,73.00,0.96,632.00,Yoga,20.80,2.10,2.00,1.00,47.72
38,Male,91.50,1.77,178.00,140.00,74.00,0.80,616.00,Yoga,26.70,3.40,2.00,1.00,29.21
